pkuid,cod_rip,cod_reg,cod_prov,cod_cm,cod_uts,pro_com,pro_com_t,comune,comune_a,cc_uts,shape_leng,shape_area,den_cm,den_prov,den_reg,den_rip,den_uts,ontopia,sigla,tipo_uts
6835,5,19,087,287,287,87017,87017,Giarre,,0,33455.1414418,27263157894,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087017,CT,Città metropolitana
6836,5,19,087,287,287,87018,87018,Grammichele,,0,31973.8598019,31830657.3465,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087018,CT,Città metropolitana
6837,5,19,087,287,287,87019,87019,Gravina di Catania,,0,10637.5399743,4995825.22547,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087019,CT,Città metropolitana
6838,5,19,087,287,287,87020,87020,Licodia Eubea,,0,75735.7587558,111985110347,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087020,CT,Città metropolitana
6839,5,19,087,287,287,87021,87021,Linguaglossa,,0,40282.5655561,60272536.0476,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087021,CT,Città metropolitana
6840,5,19,087,287,287,87022,87022,Maletto,,0,34232.127415,41066507.3266,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087022,CT,Città metropolitana
6841,5,19,087,287,287,87023,87023,Mascali,,0,30540.7658264,38112556827,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087023,CT,Città metropolitana
6842,5,19,087,287,287,87024,87024,Mascalucia,,0,20570.1086356,16059909.4932,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087024,CT,Città metropolitana
6843,5,19,087,287,287,87025,87025,Militello in Val di Catania,,0,38105.8578873,62002489.5363,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087025,CT,Città metropolitana
6844,5,19,087,287,287,87026,87026,Milo,,0,21557.9760198,16891707.6915,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087026,CT,Città metropolitana
6845,5,19,087,287,287,87027,87027,Mineo,,0,84157.6636038,245469746457,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087027,CT,Città metropolitana
6846,5,19,087,287,287,87028,87028,Mirabella Imbaccari,,0,20121.0088962,15635423321,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087028,CT,Città metropolitana
6847,5,19,087,287,287,87029,87029,Misterbianco,,0,34562.0609854,38057523.0599,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087029,CT,Città metropolitana
6848,5,19,087,287,287,87030,87030,Motta Sant'Anastasia,,0,33381.21318,35742816.5548,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087030,CT,Città metropolitana
6849,5,19,087,287,287,87031,87031,Nicolosi,,0,37998.9838487,42664443.4692,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087031,CT,Città metropolitana
6850,5,19,087,287,287,87032,87032,Palagonia,,0,36408.7126815,57450604.8964,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087032,CT,Città metropolitana
6851,5,19,087,287,287,87033,87033,Paternò,,0,61347.9494242,144608511581,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087033,CT,Città metropolitana
6852,5,19,087,287,287,87034,87034,Pedara,,0,25379.6664107,19038992.1295,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087034,CT,Città metropolitana
6853,5,19,087,287,287,87035,87035,Piedimonte Etneo,,0,38942.3008773,26355509.8436,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087035,CT,Città metropolitana
6854,5,19,087,287,287,87036,87036,Raddusa,,0,24726.1224785,23641196.7849,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087036,CT,Città metropolitana
6855,5,19,087,287,287,87037,87037,Ramacca,,0,116050.932529,306953426884,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087037,CT,Città metropolitana
6856,5,19,087,287,287,87038,87038,Randazzo,,0,104732.109695,206123817272,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087038,CT,Città metropolitana
6857,5,19,087,287,287,87039,87039,Riposto,,0,24030.3912168,13349191219,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087039,CT,Città metropolitana
6858,5,19,087,287,287,87040,87040,San Cono,,0,10266.6936756,6744052.02341,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087040,CT,Città metropolitana
6859,5,19,087,287,287,87041,87041,San Giovanni la Punta,,0,16184.8881567,10819993.7871,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087041,CT,Città metropolitana
6860,5,19,087,287,287,87042,87042,San Gregorio di Catania,,0,10384.0615535,5578557.1908,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087042,CT,Città metropolitana
6861,5,19,087,287,287,87043,87043,San Michele di Ganzaria,,0,23378.9436563,25804769.7835,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087043,CT,Città metropolitana
6862,5,19,087,287,287,87044,87044,San Pietro Clarenza,,0,10795.4288311,6394097.4589,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087044,CT,Città metropolitana
6863,5,19,087,287,287,87045,87045,Sant'Agata li Battiati,,0,8707.24648628,3068139.53679,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087045,CT,Città metropolitana
6864,5,19,087,287,287,87046,87046,Sant'Alfio,,0,37281.498665,25734481.7093,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087046,CT,Città metropolitana
6865,5,19,087,287,287,87047,87047,Santa Maria di Licodia,,0,27104.0436791,26354953.6626,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087047,CT,Città metropolitana
6866,5,19,087,287,287,87048,87048,Santa Venerina,,0,20752.1852,18728163.0007,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087048,CT,Città metropolitana
6867,5,19,087,287,287,87049,87049,Scordia,,0,20085.329365,24524049.5416,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087049,CT,Città metropolitana
6868,5,19,087,287,287,87050,87050,Trecastagni,,0,26790.1669436,19252641.0699,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087050,CT,Città metropolitana
6869,5,19,087,287,287,87051,87051,Tremestieri Etneo,,0,14297.7238292,6464010.24921,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087051,CT,Città metropolitana
6870,5,19,087,287,287,87052,87052,Valverde,,0,10555.8888959,5479591.27962,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087052,CT,Città metropolitana
6871,5,19,087,287,287,87053,87053,Viagrande,,0,17405.4981691,10068722.9627,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087053,CT,Città metropolitana
6872,5,19,087,287,287,87054,87054,Vizzini,,0,65928.6084206,127375252227,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087054,CT,Città metropolitana
6873,5,19,087,287,287,87055,87055,Zafferana Etnea,,0,43987.8869873,76903029.0214,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087055,CT,Città metropolitana
6874,5,19,087,287,287,87056,87056,Mazzarrone,,0,24421.7991309,34865664.6889,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087056,CT,Città metropolitana
6875,5,19,087,287,287,87057,87057,Maniace,,0,35154.0945767,37261406.1381,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087057,CT,Città metropolitana
6876,5,19,087,287,287,87058,87058,Ragalna,,0,37620.0846768,39213459.7266,Catania,-,Sicilia,Isole,Catania,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/087058,CT,Città metropolitana
6877,5,19,088,0,88,88001,88001,Acate,,0,54741.6785864,102407306418,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088001,RG,Libero consorzio di comuni
6878,5,19,088,0,88,88002,88002,Chiaramonte Gulfi,,0,57574.1281755,127815151109,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088002,RG,Libero consorzio di comuni
6879,5,19,088,0,88,88003,88003,Comiso,,0,53252.369666,64655346.2261,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088003,RG,Libero consorzio di comuni
6880,5,19,088,0,88,88004,88004,Giarratana,,0,47457.15875,43766317.2783,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088004,RG,Libero consorzio di comuni
6881,5,19,088,0,88,88005,88005,Ispica,,0,47156.6521101,113661591967,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088005,RG,Libero consorzio di comuni
6882,5,19,088,0,88,88006,88006,Modica,,0,141563.657815,292752971903,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088006,RG,Libero consorzio di comuni
6883,5,19,088,0,88,88007,88007,Monterosso Almo,,0,49124.3797268,56522336.3942,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088007,RG,Libero consorzio di comuni
6884,5,19,088,0,88,88008,88008,Pozzallo,,0,19578.9837213,15368272.4317,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088008,RG,Libero consorzio di comuni
6885,5,19,088,0,88,88009,88009,Ragusa,,1,154835.188838,444532374213,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088009,RG,Libero consorzio di comuni
6886,5,19,088,0,88,88010,88010,Santa Croce Camerina,,0,28689.5128198,40808267.9243,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088010,RG,Libero consorzio di comuni
6887,5,19,088,0,88,88011,88011,Scicli,,0,51375.3213184,138671906252,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088011,RG,Libero consorzio di comuni
6888,5,19,088,0,88,88012,88012,Vittoria,,0,70228.7490349,182900478812,-,Ragusa,Sicilia,Isole,Ragusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/088012,RG,Libero consorzio di comuni
6889,5,19,089,0,89,89001,89001,Augusta,,0,104223.658837,111698865766,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089001,SR,Libero consorzio di comuni
6890,5,19,089,0,89,89002,89002,Avola,,0,35275.3006746,74795408.3751,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089002,SR,Libero consorzio di comuni
6891,5,19,089,0,89,89003,89003,Buccheri,,0,45788.5284761,57181972736,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089003,SR,Libero consorzio di comuni
6892,5,19,089,0,89,89004,89004,Buscemi,,0,47597.6290337,52280338.3753,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089004,SR,Libero consorzio di comuni
6893,5,19,089,0,89,89005,89005,Canicattini Bagni,,0,19543.6957672,15057503.0388,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089005,SR,Libero consorzio di comuni
6894,5,19,089,0,89,89006,89006,Carlentini,,0,75129.8764459,159015778174,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089006,SR,Libero consorzio di comuni
6895,5,19,089,0,89,89007,89007,Cassaro,,0,20619.1688984,19740751.8317,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089007,SR,Libero consorzio di comuni
6896,5,19,089,0,89,89008,89008,Ferla,,0,25897.6841145,25000439.1204,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089008,SR,Libero consorzio di comuni
6897,5,19,089,0,89,89009,89009,Floridia,,0,28614.8711104,26577458.7817,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089009,SR,Libero consorzio di comuni
6898,5,19,089,0,89,89010,89010,Francofonte,,0,58831.3980008,74551506.8583,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089010,SR,Libero consorzio di comuni
6899,5,19,089,0,89,89011,89011,Lentini,,0,90595.4990364,216541532054,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089011,SR,Libero consorzio di comuni
6900,5,19,089,0,89,89012,89012,Melilli,,0,101357.785191,136191464407,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089012,SR,Libero consorzio di comuni
6901,5,19,089,0,89,89013,89013,Noto,,0,158385.551896,554789951395,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089013,SR,Libero consorzio di comuni
6902,5,19,089,0,89,89014,89014,Pachino,,0,39916.4397552,50906913.6951,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089014,SR,Libero consorzio di comuni
6903,5,19,089,0,89,89015,89015,Palazzolo Acreide,,0,71548.967604,87111041.3639,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089015,SR,Libero consorzio di comuni
6904,5,19,089,0,89,89016,89016,Rosolini,,0,74024.6660612,76442368.9524,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089016,SR,Libero consorzio di comuni
6905,5,19,089,0,89,89017,89017,Siracusa,,1,95958.2611213,208066631226,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089017,SR,Libero consorzio di comuni
6906,5,19,089,0,89,89018,89018,Solarino,,0,16265.9652668,13189145.3843,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089018,SR,Libero consorzio di comuni
6907,5,19,089,0,89,89019,89019,Sortino,,0,45316.3688305,92489818.2026,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089019,SR,Libero consorzio di comuni
6908,5,19,089,0,89,89020,89020,Portopalo di Capo Passero,,0,24134.2388189,14834034.4423,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089020,SR,Libero consorzio di comuni
6909,5,19,089,0,89,89021,89021,Priolo Gargallo,,0,39716.7314218,57261483.3388,-,Siracusa,Sicilia,Isole,Siracusa,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/089021,SR,Libero consorzio di comuni
6910,5,20,090,0,90,90001,90001,Aggius,,0,54764.8132836,86444707177,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090001,SS,Provincia
6911,5,20,090,0,90,90002,90002,Alà dei Sardi,,0,64411.3971957,197509782993,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090002,SS,Provincia
6912,5,20,090,0,90,90003,90003,Alghero,,0,105381.189817,225428279705,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090003,SS,Provincia
6913,5,20,090,0,90,90004,90004,Anela,,0,32078.1620558,36780588.3196,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090004,SS,Provincia
6914,5,20,090,0,90,90005,90005,Ardara,,0,29278.3204123,38172658.0946,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090005,SS,Provincia
6915,5,20,090,0,90,90006,90006,Arzachena,,0,93329.5193233,231319768956,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090006,SS,Provincia
6916,5,20,090,0,90,90007,90007,Banari,,0,19487.8428102,21361930.3608,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090007,SS,Provincia
6917,5,20,090,0,90,90008,90008,Benetutti,,0,51187.8786965,94066155.3588,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090008,SS,Provincia
6918,5,20,090,0,90,90009,90009,Berchidda,,0,67217.7366142,202261605695,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090009,SS,Provincia
6919,5,20,090,0,90,90010,90010,Bessude,,0,29324.1847173,26544361.8444,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090010,SS,Provincia
6920,5,20,090,0,90,90011,90011,Bonnanaro,,0,19289.2764035,21989685.2238,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090011,SS,Provincia
6921,5,20,090,0,90,90012,90012,Bono,,0,50887.4171674,74570441.3047,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090012,SS,Provincia
6922,5,20,090,0,90,90013,90013,Bonorva,,0,64076.6485487,149225470434,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090013,SS,Provincia
6923,5,20,090,0,90,90014,90014,Bortigiadas,,0,44929.6881257,75667510.3987,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090014,SS,Provincia
6924,5,20,090,0,90,90015,90015,Borutta,,0,10441.6660644,4725099.52927,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090015,SS,Provincia
6925,5,20,090,0,90,90016,90016,Bottidda,,0,47948.5176206,33980575.7335,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090016,SS,Provincia
6926,5,20,090,0,90,90017,90017,Buddusò,,0,59822.3727831,176694707541,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090017,SS,Provincia
6927,5,20,090,0,90,90018,90018,Bultei,,0,47143.1996112,96898456.1425,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090018,SS,Provincia
6928,5,20,090,0,90,90019,90019,Bulzi,,0,18732.41145,21533560.0355,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090019,SS,Provincia
6929,5,20,090,0,90,90020,90020,Burgos,,0,29771.3247371,18044786.6178,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090020,SS,Provincia
6930,5,20,090,0,90,90021,90021,Calangianus,,0,53702.3618119,126988966562,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090021,SS,Provincia
6931,5,20,090,0,90,90022,90022,Cargeghe,,0,17564.3071993,11835017.7154,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090022,SS,Provincia
6932,5,20,090,0,90,90023,90023,Castelsardo,,0,37872.0302477,43787457.7786,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090023,SS,Provincia
6933,5,20,090,0,90,90024,90024,Cheremule,,0,31710.3454492,24676692.0069,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090024,SS,Provincia
6934,5,20,090,0,90,90025,90025,Chiaramonti,,0,48648.4397916,98686473.5517,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090025,SS,Provincia
6935,5,20,090,0,90,90026,90026,Codrongianos,,0,27691.9716501,30617099.8102,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090026,SS,Provincia
6936,5,20,090,0,90,90027,90027,Cossoine,,0,37263.6519122,39007545.0643,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090027,SS,Provincia
6937,5,20,090,0,90,90028,90028,Esporlatu,,0,26936.2269485,18496689.7926,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090028,SS,Provincia
6938,5,20,090,0,90,90029,90029,Florinas,,0,30986.8373083,36370569.5931,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090029,SS,Provincia
6939,5,20,090,0,90,90030,90030,Giave,,0,41682.1333097,46992630.6169,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090030,SS,Provincia
6940,5,20,090,0,90,90031,90031,Illorai,,0,48606.0124941,57296768.6374,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090031,SS,Provincia
6941,5,20,090,0,90,90032,90032,Ittireddu,,0,24051.5078038,23740362.7312,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090032,SS,Provincia
6942,5,20,090,0,90,90033,90033,Ittiri,,0,52978.0603896,111975888195,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090033,SS,Provincia
6943,5,20,090,0,90,90034,90034,Laerru,,0,17818.4068844,20167614.6861,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090034,SS,Provincia
6944,5,20,090,0,90,90035,90035,La Maddalena,,0,126891.05682,52963261.3401,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090035,SS,Provincia
6945,5,20,090,0,90,90036,90036,Luogosanto,,0,58061.2577458,134812422315,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090036,SS,Provincia
6946,5,20,090,0,90,90037,90037,Luras,,0,41980.3927196,88199635.5814,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090037,SS,Provincia
6947,5,20,090,0,90,90038,90038,Mara,,0,18439.6779879,18645807.4055,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090038,SS,Provincia
6948,5,20,090,0,90,90039,90039,Martis,,0,23188.9156023,22874223.1912,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090039,SS,Provincia
6949,5,20,090,0,90,90040,90040,Monteleone Rocca Doria,,0,17707.0994111,13541904.5946,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090040,SS,Provincia
6950,5,20,090,0,90,90041,90041,Monti,,0,46313.9716088,123717333877,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090041,SS,Provincia
6951,5,20,090,0,90,90042,90042,Mores,,0,44794.8666641,94697940.2361,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090042,SS,Provincia
6952,5,20,090,0,90,90043,90043,Muros,,0,15144.8384217,11456598.1542,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090043,SS,Provincia
6953,5,20,090,0,90,90044,90044,Nughedu San Nicolò,,0,41173.9377435,67511946113,-,Sassari,Sardegna,Isole,Sassari,https://w3id.org/italia/data/identifiers/cities-identifiers/alphanumeric-istat-code/090044,SS,Provincia
