CODICE_ISTAT,civico_geocodificato,fuori_limite_comunale,totale,civici_da_altri_comuni
053025,1304,0,1304,0
053026,4546,0,4546,4
053027,741,0,741,1
054002,12385,0,12385,3
054007,353,0,353,23
054008,2777,0,2777,3
054010,1454,8,1462,4
054013,15946,52,15998,35
054014,2493,0,2493,32
054017,4246,27,4273,7
054020,1173,0,1173,0
054021,2192,3,2195,7
054023,6243,2,6245,11
054024,17439,0,17439,34
054025,678,0,678,2
054027,7329,0,7329,9
054031,1188,0,1188,6
054032,991,1,992,5
054033,1099,0,1099,4
054035,3895,2617,6512,0
054036,1003,0,1003,7
054039,61498,0,61498,29
054040,2346,9,2355,2
054044,5551,0,5551,60
054045,932,0,932,3
054050,3631,33,3664,5
054051,18548,0,18548,24
054053,2346,0,2346,3
054059,1069,0,1069,2
055001,3215,1,3216,7
055004,62,0,62,18
055006,1378,31,1409,1
055007,2985,7,2992,6
055011,2920,0,2920,0
055012,2228,0,2228,6
055013,1738,2,1740,21
055014,1,0,1,1
055015,2353,0,2353,6
055016,1482,0,1482,1
055017,3003,4,3007,6
055019,1386,0,1386,0
055020,1073,1,1074,1
055021,1563,7,1570,0
055022,9426,0,9426,21
055023,11189,0,11189,27
055024,2,0,2,2
055025,1119,7,1126,1
055029,1,0,1,3
055030,2363,4,2367,15
055031,1,0,1,7
055032,31949,0,31949,128
056001,4588,0,4588,0
056002,987,0,987,0
056003,1802,4,1806,6
056004,658,0,658,4
056005,3362,0,3362,7
056007,1392,3,1395,5
056008,3758,0,3758,86
056009,1780,14,1794,3
056014,3051,0,3051,7
056015,1666,0,1666,2
056017,2353,10,2363,6
056018,2019,1,2020,0
056020,1051,0,1051,0
056022,1621,0,1621,0
056023,1744,0,1744,7
056024,2323,0,2323,6
056027,1347,1,1348,6
056028,1219,0,1219,1
056029,1858,0,1858,2
056030,1386,0,1386,0
056031,1947,0,1947,0
056032,1236,2,1238,0
056035,200,0,200,35
056036,9189,88,9277,1
056037,22,0,22,3
056038,2076,1,2077,4
056039,4789,0,4789,12
056040,62,0,62,0
056044,671,0,671,1
056046,1371,0,1371,0
056047,2145,0,2145,0
056048,2950,6,2956,5
056049,7864,105,7969,6
056051,19,0,19,0
056053,3426,0,3426,0
056057,4329,0,4329,10
056059,11994,0,11994,30
056060,2787,0,2787,5
057003,2304,5,2309,10
057006,2266,0,2266,1
057008,1213,0,1213,7
057011,2,0,2,1
057013,606,0,606,1
057015,1137,0,1137,3
057016,3214,0,3214,13
057018,749,71,820,4
057019,593,0,593,7
057020,669,0,669,1
057024,257,3,260,4
057025,2509,0,2509,8
057027,7422,0,7422,15
057028,3736,2,3738,9
057031,1769,2,1771,2
057035,1441,0,1441,3
057036,317,0,317,2
057039,583,0,583,0
057041,149,0,149,3
057045,505,0,505,0
057046,689,1,690,1
057047,860,0,860,4
057050,1601,0,1601,14
057054,2107,0,2107,2
057058,1653,0,1653,3
057059,19863,0,19863,15
057062,1514,0,1514,8
057063,671,0,671,3
057064,2685,6,2691,11
057066,550,0,550,1
057068,1433,0,1433,0
057069,1013,7,1020,5
057071,941,1,942,0
058001,232,1,233,10
058003,12135,1,12136,125
058004,1,0,1,19
058005,5551,2,5553,111
058007,24885,0,24885,567
058008,905,0,905,806
058009,5662,0,5662,34
058010,668,0,668,9
058013,5926,0,5926,237
058015,6440,0,6440,24
058021,567,0,567,2
058022,2950,0,2950,116
058024,3969,32,4001,151
058026,4218,0,4218,170
058027,810,0,810,1
058029,18825,0,18825,289
058030,1305,0,1305,3
058031,1039,0,1039,4
058032,12102,2,12104,119
058033,953,0,953,35
058034,4683,0,4683,178
058035,1239,0,1239,29
058037,646,2,648,0
058038,4771,0,4771,36
058040,4143,0,4143,48
058041,1,0,1,125
058045,894,0,894,117
058046,3891,109,4000,60
058047,22274,0,22274,775
058048,1223,0,1223,29
058049,2328,0,2328,73
058050,5760,1,5761,53
058051,482,3,485,14
058053,693,0,693,2
058056,1822,0,1822,64
058057,14424,1,14425,105
058059,8473,0,8473,99
058060,2763,0,2763,25
058061,1544,0,1544,44
058063,3074,8,3082,209
058064,8,0,8,28
058065,12884,0,12884,169
058066,1899,0,1899,24
058068,3046,0,3046,94
058070,1143,0,1143,13
058071,890,0,890,14
058074,4360,56,4416,304
058075,8076,0,8076,129
058076,484,4,488,6
058079,19088,0,19088,479
058081,2939,3,2942,77
058082,3023,0,3023,71
058084,860,0,860,11
058085,617,4,621,0
058086,7065,0,7065,171
058087,363,6,369,2
058091,407717,0,407717,12831
058093,2729,0,2729,18
058094,901,3,904,1
058096,1271,1,1272,3
058097,9043,1,9044,193
058099,2727,0,2727,4
058100,2330,1,2331,107
058104,13040,237,13277,364
058105,2779,0,2779,165
058107,2,0,2,19
058110,4734,0,4734,144
058114,8452,17,8469,95
058116,13302,6,13308,192
058117,27077,0,27077,188
058118,5924,0,5924,53
058119,118,0,118,43
058120,1,0,1,222
058122,9,0,9,131
059001,25002,1,25003,4
059002,968,0,968,3
059003,683,0,683,5
059004,2133,1,2134,1
059006,2,0,2,6
059007,17939,0,17939,4
059011,24734,1233,25967,61
059015,4,0,4,2
059019,4187,24,4211,11
059023,540,0,540,1
059024,11037,0,11037,55
059025,7770,0,7770,2
059029,3185,11,3196,2
059030,1,0,1,0
060002,1759,0,1759,4
060003,13258,0,13258,61
060004,3514,6,3520,11
060009,1033,87,1120,0
060011,1903,159,2062,7
060015,1440,0,1440,0
060017,1560,0,1560,19
060018,3808,4,3812,2
060019,11239,43,11282,33
060020,2487,0,2487,4
060024,8391,0,8391,20
060026,36,0,36,6
060028,1220,0,1220,2
060033,10012,156,10168,3
060034,1504,0,1504,6
060038,23610,7,23617,191
060039,1697,0,1697,2
060040,1342,16,1358,11
060041,1601,8,1609,4
060042,1,0,1,3
060048,2010,307,2317,2
060049,1390,0,1390,4
060050,1517,0,1517,3
060054,877,34,911,0
060055,2006,94,2100,9
060056,2,0,2,2
060064,2540,27,2567,0
060065,707,0,707,0
060068,1702,0,1702,111
060069,1243,98,1341,0
060071,3879,0,3879,19
060072,1055,0,1055,16
060075,1215,15,1230,1
060077,628,8,636,0
060081,1271,0,1271,3
060085,9762,3,9765,8
060086,534,2,536,12
060087,2227,0,2227,57
060089,1795,0,1795,3
061004,3465,0,3465,6
061012,54,0,54,0
061013,4493,35,4528,4
061016,2370,0,2370,0
061017,3508,0,3508,8
061021,2160,10,2170,0
061022,22229,4,22233,3
061029,2896,0,2896,0
061030,656,89,745,0
061033,18,0,18,0
061034,787,0,787,0
061038,1735,0,1735,0
061039,566,42,608,1
061042,4314,0,4314,0
061043,3156,0,3156,0
061044,1436,0,1436,0
061047,4805,0,4805,0
061050,1273,19,1292,40
061052,14467,16,14483,0
061058,2523,0,2523,13
061059,1248,0,1248,0
061064,445,0,445,51
061068,2479,0,2479,0
061069,1,0,1,20
061071,283,14,297,0
061074,6588,0,6588,1
061080,1368,0,1368,0
061082,6648,0,6648,0
061087,5133,12,5145,14
061090,2452,15,2467,0
061096,897,0,897,0
061097,1464,0,1464,0
061098,1,0,1,4
061099,5291,19,5310,0
061102,7617,0,7617,0
062001,5001,70,5071,0
062002,2206,0,2206,0
062003,5,0,5,0
062004,2676,2,2678,0
062006,761,0,761,0
062007,1450,65,1515,0
062008,12135,0,12135,4
062009,662,17,679,0
062010,1272,0,1272,2
062011,852,16,868,0
062013,826,1,827,0
062014,1113,0,1113,0
062015,772,5,777,0
062017,2164,0,2164,1
062018,743,0,743,0
062020,822,1,823,0
062021,1393,0,1393,0
062022,2482,0,2482,54
062023,4978,0,4978,0
062024,1970,0,1970,5
062026,1,0,1,0
062027,1672,0,1672,0
062028,1351,0,1351,0
062029,2806,0,2806,0
062030,2255,0,2255,0
062032,551,82,633,0
062033,682,3,685,1
062035,1313,0,1313,0
062036,391,0,391,0
062038,6,5,11,0
062039,1722,0,1722,0
062040,2965,0,2965,1
062041,986,0,986,0
062043,7878,1,7879,2
062044,5679,0,5679,1
062047,1482,0,1482,0
062048,948,0,948,65
062051,1234,0,1234,0
062052,1773,24,1797,0
062053,28,0,28,5
062057,8674,0,8674,2
062059,3936,0,3936,5
062060,437,58,495,0
062062,1325,0,1325,0
062063,565,4,569,0
062064,2845,0,2845,0
062065,527,22,549,0
062068,3167,0,3167,0
062069,49,0,49,3
062071,2671,0,2671,0
062072,210,47,257,0
062075,832,0,832,5
062076,1,0,1,0
062077,1809,0,1809,0
063001,18044,0,18044,0
063002,13296,39,13335,1
063004,4124,0,4124,0
063005,5593,0,5593,0
063011,7278,1,7279,0
063013,2830,3,2833,0
063014,4262,0,4262,0
063018,1859,12,1871,0
063019,5352,15,5367,0
063021,3563,3,3566,9
063022,1056,0,1056,0
063023,12396,21,12417,46
063024,10956,0,10956,0
063025,3333,0,3333,0
063029,870,0,870,0
063031,8978,0,8978,1
063032,1,0,1,0
063037,9088,0,9088,0
063038,2916,0,2916,15
063041,7962,17,7979,21
063042,2469,0,2469,0
063044,5778,4,5782,0
063045,6119,13,6132,0
063048,6872,48,6920,0
063049,140965,0,140965,21
063050,15529,0,15529,6
063051,10543,13,10556,217
063055,9837,1,9838,0
063058,7986,0,7986,0
063060,15448,67,15515,0
063061,10259,26,10285,0
063062,1771,0,1771,0
063064,10768,22,10790,0
063066,10651,251,10902,0
063071,2768,0,2768,0
063072,6797,0,6797,0
063077,3848,1,3849,162
063084,18915,0,18915,10
063086,1,0,1,0
063088,2679,162,2841,0
063092,1620,0,1620,0
064003,3403,0,3403,2
064006,65,0,65,0
064007,4706,0,4706,17
064008,16515,114,16629,0
064012,2433,40,2473,0
064015,5993,0,5993,0
064017,2419,0,2419,0
064019,2241,0,2241,0
064020,1511,0,1511,12
064023,1830,0,1830,0
064024,1787,0,1787,22
064025,5374,0,5374,0
064026,1929,0,1929,0
064030,1761,0,1761,4
064031,39,0,39,0
064032,1964,16,1980,0
064034,3828,4,3832,0
064036,2085,0,2085,0
064037,1986,2,1988,0
064038,6933,11,6944,34
064039,18,0,18,0
064040,2623,0,2623,0
064042,1579,0,1579,0
064044,4830,51,4881,0
064045,2,0,2,0
064047,989,0,989,0
064050,4982,0,4982,2
064053,1681,0,1681,0
064056,1123,11,1134,1
064058,1432,0,1432,7
064060,799,12,811,0
064063,1996,0,1996,5
064064,874,0,874,0
064070,59,0,59,0
064071,371,0,371,0
064072,1566,0,1566,11
064075,2930,20,2950,0
064077,1852,0,1852,0
064081,661,0,661,0
064088,1084,0,1084,0
064090,217,0,217,0
064092,5081,0,5081,0
064093,976,3,979,0
064096,2204,0,2204,0
064098,801,0,801,0
064103,2005,17,2022,0
064106,1392,0,1392,0
064113,795,0,795,0
064116,2441,0,2441,0
064119,4381,0,4381,0
064121,15750,74,15824,2
065001,5,0,5,0
065002,5071,0,5071,0
065004,8,0,8,0
065006,2346,0,2346,0
065007,614,0,614,0
065008,1,0,1,0
065009,3347,0,3347,0
065011,147,0,147,0
065012,1,0,1,2
065013,5340,0,5340,0
065014,6,0,6,0
065015,2,0,2,0
065017,2833,0,2833,0
065018,2597,0,2597,0
065019,2669,7,2676,0
065021,1,0,1,0
065022,9511,0,9511,1
065023,579,0,579,0
065024,768,0,768,0
065025,1,0,1,0
065027,498,0,498,0
065028,5002,0,5002,0
065029,1357,0,1357,0
065031,5429,2,5431,0
065032,1653,3,1656,0
065033,814,0,814,0
065034,6138,17,6155,0
065035,2328,0,2328,0
065037,1,0,1,0
065046,1,0,1,0
065048,50,0,50,0
065050,14369,0,14369,0
065051,545,0,545,0
065055,2756,0,2756,0
065056,4752,0,4752,0
065059,1705,0,1705,0
065061,2846,0,2846,0
065063,1349,0,1349,0
065064,1,0,1,0
065065,537,0,537,0
065067,7831,0,7831,5
065070,3245,0,3245,0
065074,439,0,439,0
065075,3314,18,3332,0
065076,9436,0,9436,0
065078,1,0,1,0
065079,8476,9,8485,0
065080,21,0,21,0
065082,4064,0,4064,0
065085,11,0,11,0
065088,7381,0,7381,0
065090,2848,0,2848,0
065093,490,0,490,0
065097,6074,0,6074,9
065098,3275,0,3275,0
065099,9955,0,9955,18
065100,3322,0,3322,0
065103,1,0,1,0
065106,4454,0,4454,0
065108,1,0,1,3
065111,1320,0,1320,0
065113,1373,0,1373,0
065114,11539,9,11548,0
065115,840,0,840,0
065116,198,0,198,11
065117,418,0,418,0
065120,6621,0,6621,1
065125,2052,0,2052,10
065126,1633,14,1647,21
065131,1173,0,1173,0
065132,6735,0,6735,0
065134,3604,2,3606,0
065137,1,0,1,0
065139,340,0,340,0
065140,2994,0,2994,0
065141,13,0,13,0
065146,10344,21,10365,16
065148,1,0,1,0
065156,752,0,752,2
066002,1307,0,1307,2
066003,1841,0,1841,4
066006,1,0,1,19
066007,1301,0,1301,2
066008,2,0,2,2
066009,2651,5,2656,10
066010,115,0,115,4
066011,395,0,395,5
066012,3314,0,3314,2
066013,1,0,1,3
066015,1427,0,1427,3
066016,24,0,24,4
066017,3,0,3,2
066018,3,0,3,2
066020,11,0,11,63
066021,1528,0,1528,0
066022,396,0,396,1
066023,1,0,1,10
066024,7,0,7,2
066025,3223,12,3235,40
066026,6,0,6,5
066028,2220,1,2221,1
066029,1184,63,1247,3
066030,4,0,4,6
066031,1437,0,1437,8
066032,8961,13,8974,20
066033,1059,0,1059,2
066034,1217,0,1217,4
066035,202,0,202,50
066036,1192,0,1192,3
066037,974,0,974,5
066039,2928,0,2928,4
066041,2035,0,2035,1
066042,15,0,15,4
066043,278,0,278,2
066044,1,0,1,2
066045,709,0,709,4
066047,243,0,243,2
066048,1014,4,1018,4
066049,15894,7,15901,64
066050,239,0,239,6
066051,1,0,1,11
066052,2150,0,2150,13
066053,2367,0,2367,8
066054,2528,0,2528,5
066056,3818,32,3850,11
066057,2316,0,2316,2
066061,1,0,1,2
066062,1074,0,1074,1
066063,1138,0,1138,4
066064,882,0,882,3
066065,484,0,484,9
066066,2635,0,2635,3
066067,1010,0,1010,24
066068,3005,0,3005,8
066069,3020,0,3020,6
066070,2013,0,2013,3
066071,1581,0,1581,6
066072,1,0,1,7
066073,670,1,671,1
066074,2,0,2,2
066075,30,0,30,4
066076,283,0,283,1
066077,4415,0,4415,1
066078,1946,18,1964,2
066079,724,0,724,0
066080,3,0,3,2
066081,1,0,1,3
066083,4,0,4,6
066084,2005,0,2005,18
066085,2269,0,2269,11
066086,8,0,8,2
066088,619,0,619,0
066089,2167,0,2167,6
066090,438,0,438,1
066091,757,0,757,5
066093,3,0,3,10
066094,1428,0,1428,3
066096,3010,0,3010,14
066097,1,0,1,5
066098,13511,0,13511,8
066099,1,0,1,6
066100,3,0,3,0
066101,2105,1,2106,16
066102,3279,0,3279,4
066104,1,0,1,1
066106,2007,0,2007,10
066107,1147,49,1196,2
067001,4861,3,4864,0
067002,688,0,688,0
067003,788,0,788,3
067004,4752,3,4755,10
067005,2064,0,2064,1
067006,1,0,1,2
067007,1,0,1,3
067008,7294,0,7294,5
067009,920,0,920,3
067011,9,0,9,5
067013,2827,0,2827,2
067015,2,0,2,4
067016,1235,0,1235,2
067019,2950,0,2950,1
067020,1266,0,1266,1
067023,28,0,28,12
067025,10709,17,10726,4
067026,441,0,441,5
067027,924,0,924,0
067029,1301,0,1301,3
067030,3899,0,3899,15
067031,10,0,10,1
067032,3524,0,3524,2
067033,7,0,7,2
067035,9475,0,9475,1
067036,553,0,553,4
067038,2841,2,2843,2
067041,8001,0,8001,13
067042,896,0,896,0
067044,6294,0,6294,11
067045,456,0,456,1
067047,5700,0,5700,4
068001,480,0,480,0
068002,2281,0,2281,4
068004,15,0,15,2
068005,2322,0,2322,4
068007,1432,0,1432,3
068008,631,0,631,3
068009,780,0,780,4
068012,4770,0,4770,4
068013,1,0,1,2
068014,2589,0,2589,1
068018,1273,0,1273,2
068022,7676,1,7677,3
068023,807,0,807,7
068024,28,0,28,1
068025,2125,0,2125,0
068028,6572,0,6572,17
068030,1,0,1,4
068035,1815,0,1815,0
068037,995,0,995,1
068041,1451,0,1451,0
068042,2463,0,2463,2
068043,2485,0,2485,2
068044,892,0,892,0
069001,2658,0,2658,0
069002,1842,0,1842,0
069004,794,0,794,0
069006,4,0,4,0
069007,118,0,118,0
069009,406,0,406,0
069010,3,0,3,0
069011,881,0,881,0
069012,3,0,3,1
069013,720,0,720,0
069015,3363,0,3363,0
069016,2324,0,2324,0
069017,3213,6,3219,0
069018,2,0,2,0
069020,2609,0,2609,0
069021,1175,0,1175,0
069022,5173,0,5173,0
069028,2,0,2,0
069029,722,0,722,0
069030,2,0,2,0
069031,3,0,3,0
069033,2598,0,2598,0
069034,591,0,591,0
069035,9920,24,9944,0
069036,4,0,4,0
069037,1804,0,1804,0
069038,866,0,866,13
069039,847,0,847,0
069041,5,0,5,10
069042,635,0,635,0
069044,888,0,888,0
069046,104,0,104,0
069047,8,0,8,0
069049,1,0,1,0
069050,1,0,1,6
069051,2503,0,2503,0
069052,2,0,2,0
069053,652,0,652,0
069054,1,0,1,0
069055,972,14,986,0
069058,2,0,2,5
069059,3131,0,3131,0
069061,906,0,906,0
069064,1171,0,1171,1
069067,949,0,949,0
069068,1857,0,1857,0
069069,5,0,5,1
069070,1,0,1,0
069071,1418,0,1418,0
069072,158,0,158,0
069073,1401,0,1401,0
069075,1701,0,1701,0
069076,1,0,1,0
069078,1,0,1,0
069079,8,0,8,0
069080,769,0,769,0
069081,4724,6,4730,11
069082,1076,1,1077,0
069083,10154,0,10154,0
069085,7,0,7,0
069086,3,0,3,0
069091,3152,0,3152,1
069092,1292,0,1292,0
069093,1,0,1,0
069095,3,0,3,0
069096,1074,0,1074,0
069097,850,0,850,0
069098,911,0,911,1
069099,16879,0,16879,0
069100,559,0,559,0
069101,1683,0,1683,0
069102,1543,0,1543,0
069103,396,0,396,0
069104,1,0,1,0
070002,1385,2,1387,0
070003,6743,0,6743,0
070005,1082,0,1082,0
070008,2184,0,2184,0
070009,856,0,856,0
070019,1155,0,1155,0
070024,1567,0,1567,0
070025,2449,60,2509,0
070027,722,0,722,0
070029,3486,0,3486,7
070030,1643,0,1643,1
070031,3331,5,3336,1
070032,1120,0,1120,0
070035,966,0,966,0
070037,1181,0,1181,1
070043,1399,0,1399,0
070044,953,0,953,0
070045,313,0,313,0
070046,4000,0,4000,0
070047,826,0,826,0
070048,1063,0,1063,5
070050,1,0,1,0
070052,2225,0,2225,0
070054,522,0,522,0
070056,210,0,210,1
070057,7061,8,7069,2
070058,1632,7,1639,0
070061,1,0,1,0
070062,1438,0,1438,0
070063,455,0,455,0
070064,1236,0,1236,0
070065,1070,0,1070,0
070066,1,0,1,0
070067,962,0,962,0
070068,980,0,980,2
070073,571,0,571,0
070077,816,0,816,0
070078,1905,0,1905,1
070081,3040,0,3040,0
070082,243,0,243,0
070083,2931,0,2931,0
071002,2081,3,2084,0
071005,7,0,7,0
071006,3196,0,3196,0
071012,5378,0,5378,6
071014,2193,0,2193,0
071016,15,0,15,0
071020,6,0,6,3
071022,3499,0,3499,0
071023,2220,0,2220,0
071024,30035,0,30035,20
071028,15269,3,15272,0
071031,1,0,1,0
071040,14,0,14,0
071044,2544,0,2544,0
071049,16825,68,16893,0
071050,3500,0,3500,0
071051,30721,0,30721,0
071058,45,0,45,0
071059,7064,0,7064,9
071060,6016,0,6016,0
071061,1078,0,1078,3
071063,1460,0,1460,0
072003,9299,1,9300,0
072004,36249,0,36249,0
072006,75,0,75,26
072011,21435,0,21435,0
072014,5727,2,5729,0
072018,2534,0,2534,0
072019,13432,0,13432,83
072020,32468,0,32468,0
072021,14755,0,14755,0
072022,8236,0,8236,51
072023,16845,0,16845,1
072025,49,0,49,1
072027,12529,0,12529,0
072028,15807,117,15924,0
072030,19591,606,20197,3
072032,11369,0,11369,8
072037,67,0,67,41
072040,2,0,2,0
072041,18904,0,18904,0
072046,12366,0,12366,2
072047,4392,0,4392,0
073002,4087,0,4087,0
073003,9316,6,9322,0
073004,5755,0,5755,0
073005,2259,26,2285,1
073006,30,0,30,0
073009,7772,0,7772,0
073011,2,0,2,5
073012,21679,0,21679,5
073013,17313,10,17323,2
073014,5753,0,5753,2
073015,75,0,75,0
073016,3751,2,3753,2
073017,2120,6,2126,0
073019,1,0,1,0
073022,9520,1,9521,1
073026,16055,0,16055,0
073027,5,0,5,8
073029,1,0,1,0
074001,30144,0,30144,30
074002,15552,0,15552,15
074003,3464,533,3997,11
074005,10192,17,10209,6
074006,6974,0,6974,9
074007,26165,0,26165,2
074009,10398,91,10489,5
074010,18441,0,18441,4
074011,9584,0,9584,53
074012,10946,53,10999,92
074013,4733,21,4754,14
074014,7932,0,7932,1
074015,9748,32,9780,23
074018,8810,0,8810,2
074019,8249,5,8254,2
074020,8008,0,8008,19
075002,6139,0,6139,0
075003,2,0,2,0
075006,10332,0,10332,1
075007,1710,73,1783,22
075008,1562,0,1562,0
075010,6830,0,6830,5
075012,2116,0,2116,0
075014,12427,241,12668,21
075016,16565,0,16565,21
075017,2741,0,2741,0
075019,7457,0,7457,0
075021,8247,0,8247,24
075023,5738,0,5738,0
075024,6473,0,6473,0
075025,3355,0,3355,18
075026,8829,0,8829,68
075027,7700,100,7800,16
075028,6370,0,6370,2
075029,22037,0,22037,121
075030,11015,0,11015,6
075031,10298,0,10298,6
075032,1720,0,1720,1
075033,3364,0,3364,0
075034,6477,0,6477,64
075035,47892,1,47893,441
075036,5141,551,5692,52
075038,8873,0,8873,12
075039,9835,0,9835,2
075040,6920,0,6920,2
075042,12227,0,12227,4
075044,8761,0,8761,1
075045,3337,19,3356,0
075046,5127,0,5127,0
075047,5290,0,5290,0
075048,10795,1,10796,44
075049,3658,2,3660,1
075051,5832,0,5832,0
075053,8303,6,8309,3
075056,3470,0,3470,10
075057,3448,0,3448,1
075058,1889,0,1889,0
075059,6724,116,6840,0
075061,7382,0,7382,1
075063,11346,24,11370,44
075064,11069,0,11069,1
075065,5240,222,5462,0
075067,1440,0,1440,2
075068,226,0,226,49
075069,3240,10,3250,170
075070,7192,0,7192,3
075072,5070,0,5070,0
075073,6266,0,6266,0
075074,2353,0,2353,0
075075,4036,0,4036,33
075076,677,0,677,280
075077,5811,0,5811,0
075078,4504,0,4504,5
075079,4880,233,5113,3
075080,2866,0,2866,0
075081,5161,0,5161,5
075084,12054,0,12054,0
075085,10436,12,10448,8
075086,3504,0,3504,4
075089,6076,2,6078,0
075090,18693,0,18693,11
075093,300,0,300,0
075095,2294,0,2294,0
075096,2321,69,2390,11
075097,10639,493,11132,35
075098,11822,0,11822,11
076001,2398,28,2426,0
076002,2751,0,2751,0
076005,1463,0,1463,0
076006,4967,6,4973,1
076007,9474,0,9474,0
076008,2,0,2,0
076009,1641,0,1641,4
076011,2218,0,2218,0
076012,2016,0,2016,0
076014,1134,0,1134,0
076015,2012,0,2012,0
076016,831,0,831,0
076018,6,0,6,0
076020,945,0,945,0
076021,2647,0,2647,0
076022,1492,0,1492,0
076023,1794,0,1794,0
076024,2173,0,2173,0
076025,1363,6,1369,0
076028,927,10,937,0
076030,1888,0,1888,0
076031,1174,0,1174,0
076032,2764,0,2764,0
076033,3635,0,3635,0
076036,5698,0,5698,0
076040,3275,0,3275,0
076041,2621,0,2621,0
076043,507,0,507,0
076044,105,0,105,0
076046,3861,0,3861,0
076049,744,0,744,0
076050,2980,0,2980,0
076051,2092,0,2092,0
076053,2580,0,2580,0
076055,1909,4,1913,0
076056,3421,0,3421,0
076057,4346,0,4346,0
076059,4142,1,4143,0
076061,1362,0,1362,0
076064,23,0,23,0
076066,8530,0,8530,5
076069,1241,0,1241,0
076070,2319,0,2319,0
076071,3132,0,3132,0
076072,1871,0,1871,0
076073,1803,0,1803,0
076077,2613,0,2613,0
076078,2605,0,2605,0
076083,1891,1,1892,10
076084,1375,0,1375,0
076087,499,0,499,0
076088,1391,0,1391,0
076090,3178,3,3181,0
076093,1501,0,1501,0
076094,2340,0,2340,0
076095,6989,0,6989,0
076096,4,0,4,22
076100,4561,0,4561,0
077001,3175,0,3175,0
077002,1851,0,1851,0
077003,7476,0,7476,2
077004,974,0,974,0
077005,1172,0,1172,0
077007,217,0,217,0
077009,1356,0,1356,0
077011,4786,107,4893,0
077014,17709,0,17709,0
077018,3621,0,3621,0
077019,1157,0,1157,0
077023,2579,0,2579,0
077024,2425,0,2425,0
077027,5231,0,5231,0
077028,3034,0,3034,0
078001,2074,4,2078,1
078003,11997,0,11997,5
078004,1980,0,1980,1
078005,1580,3,1583,0
078010,7686,5,7691,10
078011,3296,0,3296,5
078021,2047,5,2052,3
078022,1611,5,1616,1
078030,1925,60,1985,0
078031,3751,0,3751,10
078032,963,16,979,0
078033,7999,0,7999,3
078034,1624,0,1624,2
078036,2640,0,2640,4
078037,2492,0,2492,0
078038,1538,0,1538,0
078041,1773,14,1787,0
078042,1027,10,1037,2
078043,1985,0,1985,0
078045,9880,0,9880,40
078046,1582,6,1588,0
078050,1672,0,1672,1
078051,21,0,21,0
078055,2221,0,2221,0
078056,1360,0,1360,0
078057,2841,0,2841,0
078058,3716,0,3716,0
078064,820,0,820,5
078065,1,0,1,0
078066,2461,0,2461,0
078067,832,0,832,0
078068,5627,0,5627,0
078069,2184,0,2184,0
078075,1,0,1,2
078077,1403,3,1406,0
078078,789,4,793,0
078079,4626,0,4626,0
078081,12124,35,12159,1
078082,3776,4,3780,0
078083,5733,0,5733,1
078084,1335,0,1335,0
078088,2100,28,2128,0
078089,1055,0,1055,4
078090,941,0,941,0
078091,6,0,6,0
078092,1484,0,1484,0
078096,1419,0,1419,0
078097,1016,41,1057,0
078098,1380,0,1380,0
078099,883,0,883,0
078102,16180,0,16180,12
078104,4297,0,4297,4
078105,2057,1,2058,0
078106,3224,4,3228,0
078109,514,0,514,0
078110,1787,0,1787,1
078111,559,0,559,0
078112,1784,0,1784,0
078114,4487,0,4487,7
078118,2167,0,2167,0
078122,1625,0,1625,0
078126,830,12,842,0
078134,848,4,852,14
078135,1561,2,1563,3
078138,2940,0,2940,1
078142,8196,0,8196,9
078145,1,0,1,0
078147,115,0,115,0
078148,11940,0,11940,1
078149,554,0,554,0
078152,1760,6,1766,0
078154,8124,96,8220,0
078155,4,0,4,8
078157,31525,0,31525,24
079002,5,0,5,10
079003,3657,0,3657,27
079005,5,0,5,2
079011,3988,12,4000,2
079012,3957,0,3957,2
079020,3140,5,3145,21
079027,1396,23,1419,0
079030,751,0,751,23
079034,4873,0,4873,4
079036,2274,23,2297,1
079039,3896,103,3999,4
079043,3265,81,3346,2
079047,4106,1,4107,13
079048,4121,0,4121,36
079052,5,0,5,1
079055,1505,0,1505,0
079056,2227,13,2240,1
079059,7768,30,7798,14
079060,1642,13,1655,9
079071,396,0,396,0
079072,1618,0,1618,5
079073,1841,5,1846,1
079083,1332,2,1334,0
079088,2181,16,2197,0
079089,2662,14,2676,0
079092,1338,0,1338,9
079095,21,0,21,3
079096,2557,0,2557,14
079115,1332,0,1332,2
079122,3111,10,3121,0
079123,4298,24,4322,5
079127,8421,0,8421,45
079129,4874,0,4874,2
079130,2902,0,2902,24
079131,2343,86,2429,15
079133,2944,340,3284,17
079134,4,0,4,78
079139,1825,0,1825,54
079143,46,5169,5215,0
079146,3231,69,3300,3
079148,1193,51,1244,0
079160,1,0,1,22
080001,1025,0,1025,0
080003,2685,0,2685,1
080004,1855,0,1855,0
080006,1149,2,1151,0
080007,44,0,44,18
080012,6226,1,6227,0
080016,1371,86,1457,0
080018,2667,52,2719,7
080019,369,0,369,12
080022,1208,27,1235,0
080027,5508,52,5560,19
080030,1228,0,1228,0
080032,2365,0,2365,0
080033,1117,2,1119,0
080034,912,26,938,26
080035,2308,0,2308,0
080038,1,0,1,3
080040,9674,0,9674,29
080041,739,0,739,9
080042,4547,0,4547,2
080044,2620,32,2652,0
080046,2666,0,2666,0
080048,1300,0,1300,0
080049,5259,13,5272,10
