CODICE_ISTAT,civico_geocodificato,fuori_limite_comunale,totale,civici_da_altri_comuni
018153,3957,0,3957,3
018157,368,0,368,0
018159,17,0,17,4
018160,1195,0,1195,1
018164,3203,0,3203,8
018166,1453,0,1453,2
018167,196,0,196,1
018169,477,0,477,1
018171,2880,0,2880,5
018173,1645,0,1645,1
018175,774,0,774,1
018177,1,0,1,34
018178,81,0,81,0
018179,801,0,801,0
018180,1,0,1,2
018184,1317,0,1317,3
018186,606,0,606,3
018191,497,0,497,0
019001,619,0,619,1
019002,1095,10,1105,1
019003,1153,0,1153,1
019004,428,0,428,0
019005,1,0,1,2
019006,482,0,482,0
019009,1067,36,1103,0
019012,780,0,780,1
019013,446,0,446,1
019015,880,0,880,0
019016,84,0,84,0
019017,810,0,810,3
019019,1,0,1,2
019020,101,0,101,0
019021,7330,0,7330,0
019022,555,0,555,0
019025,3735,1,3736,3
019028,646,7,653,0
019029,1199,0,1199,1
019030,707,0,707,1
019034,686,0,686,10
019035,14111,0,14111,3
019036,26119,0,26119,13
019037,726,0,726,1
019038,439,0,439,0
019039,219,0,219,0
019043,617,0,617,1
019044,670,0,670,1
019045,685,0,685,0
019046,807,10,817,0
019047,639,1,640,0
019048,481,0,481,0
019052,2371,5,2376,0
019055,1219,0,1219,3
019056,817,0,817,4
019057,1075,0,1075,0
019067,2679,0,2679,0
019068,2362,1,2363,7
019069,1004,0,1004,0
019074,576,0,576,6
019075,736,0,736,0
019077,1224,59,1283,1
019079,838,0,838,5
019080,325,0,325,1
019081,213,0,213,4
019084,2250,0,2250,3
019085,1206,0,1206,24
019086,1,0,1,3
019088,1339,0,1339,1
019090,1560,0,1560,0
019094,1863,5,1868,1
019095,1655,0,1655,0
019097,4749,0,4749,5
019099,977,0,977,0
019100,996,0,996,0
019103,591,6,597,0
019106,333,2,335,1
019112,1968,0,1968,1
019113,2946,0,2946,1
019114,513,0,513,0
019115,235,2,237,0
020002,6470,0,6470,33
020008,319,0,319,0
020010,1,0,1,0
020011,2529,0,2529,1
020012,1130,0,1130,0
020014,2756,0,2756,0
020015,7840,1,7841,0
020016,2618,0,2618,0
020017,8678,0,8678,0
020018,1,0,1,2
020019,106,0,106,0
020020,64,0,64,0
020022,6,0,6,0
020024,1561,0,1561,0
020025,2053,0,2053,0
020027,2912,0,2912,0
020030,240,0,240,1
020031,21,0,21,0
020032,616,0,616,0
020033,3620,0,3620,0
020035,2911,0,2911,5
020036,3640,0,3640,0
020037,1,0,1,0
020039,1,0,1,0
020041,1,0,1,0
020042,2504,2,2506,0
020046,1,0,1,0
020047,2240,0,2240,0
020048,25,0,25,0
020051,2561,0,2561,0
020052,4451,0,4451,1
020053,4984,13,4997,0
020056,1465,0,1465,0
020057,4900,0,4900,0
020058,1183,0,1183,2
020059,1286,0,1286,0
020065,6920,0,6920,3
020066,9496,0,9496,13
020068,1725,0,1725,0
020070,6132,3,6135,0
020071,165,0,165,0
020072,3042,0,3042,0
021001,986,0,986,0
021002,347,0,347,0
021003,339,0,339,0
021004,3623,0,3623,0
021005,443,0,443,0
021006,1501,0,1501,0
021008,14,0,14,9
021010,693,0,693,0
021011,4869,0,4869,0
021012,529,0,529,0
021014,99,0,99,0
021015,1931,0,1931,0
021017,1915,0,1915,0
021018,739,0,739,0
021019,2462,0,2462,0
021020,397,0,397,0
021021,944,0,944,0
021023,963,0,963,0
021026,614,1,615,0
021027,967,0,967,0
021028,1322,0,1322,0
021029,1757,0,1757,0
021030,914,0,914,0
021031,1040,0,1040,0
021032,298,0,298,0
021033,691,0,691,0
021034,914,0,914,0
021035,431,0,431,0
021036,358,0,358,0
021038,1116,0,1116,0
021040,2688,0,2688,0
021041,2474,0,2474,0
021042,1705,0,1705,0
021044,425,0,425,0
021046,1956,0,1956,0
021047,1063,0,1063,0
021048,668,0,668,0
021049,341,0,341,0
021050,695,0,695,0
021052,922,0,922,0
021053,735,0,735,0
021054,389,0,389,0
021055,670,0,670,0
021056,1436,0,1436,0
021057,1027,0,1027,0
021058,1464,1,1465,0
021059,1472,0,1472,0
021060,1016,0,1016,0
021061,2478,0,2478,0
021062,1023,0,1023,0
021063,609,0,609,0
021064,200,0,200,0
021066,548,0,548,0
021067,1422,0,1422,0
021068,264,0,264,0
021070,1711,0,1711,0
021071,977,0,977,0
021072,2415,0,2415,0
021073,391,0,391,0
021074,1326,0,1326,0
021075,516,0,516,0
021076,1301,0,1301,0
021077,1516,0,1516,0
021079,1257,0,1257,0
021081,1110,0,1110,0
021082,732,0,732,0
021083,1291,0,1291,0
021084,776,0,776,0
021085,1456,0,1456,0
021086,2163,0,2163,0
021087,1045,0,1045,0
021088,487,0,487,0
021089,1524,0,1524,1
021091,429,0,429,0
021092,1129,0,1129,0
021094,726,0,726,0
021095,763,0,763,0
021096,647,0,647,0
021097,1181,0,1181,0
021098,928,0,928,0
021099,807,0,807,0
021100,429,0,429,0
021101,884,0,884,0
021102,683,0,683,0
021103,420,0,420,0
021106,1135,0,1135,0
021107,984,0,984,0
021108,2652,0,2652,0
021109,851,0,851,0
021110,1095,0,1095,0
021111,1308,0,1308,0
021112,352,0,352,0
021113,628,0,628,0
021114,604,0,604,0
021115,1820,0,1820,0
021116,765,0,765,0
021117,559,0,559,0
021118,431,0,431,0
022001,3790,0,3790,0
022002,751,0,751,0
022005,706,0,706,0
022009,2976,0,2976,0
022011,1047,0,1047,0
022015,457,0,457,0
022032,58,0,58,0
022038,3116,0,3116,0
022039,1884,0,1884,0
022045,180,0,180,0
022048,1576,0,1576,0
022051,723,0,723,0
022053,1660,0,1660,0
022061,1691,0,1691,0
022064,1274,0,1274,0
022071,303,0,303,0
022079,1547,0,1547,0
022092,3,0,3,0
022093,639,0,639,0
022097,1109,0,1109,0
022102,2867,0,2867,0
022104,3568,17,3585,0
022109,201,0,201,0
022112,139,0,139,0
022114,945,0,945,0
022115,1637,0,1637,0
022116,1930,0,1930,0
022117,3398,0,3398,1
022136,1673,0,1673,0
022139,10482,0,10482,1
022142,614,0,614,0
022147,2196,0,2196,0
022150,908,0,908,0
022153,5715,0,5715,0
022159,484,0,484,0
022168,723,0,723,0
022172,902,0,902,0
022173,273,0,273,0
022182,4,0,4,0
022183,16,0,16,0
022188,1285,2,1287,1
022200,503,0,503,0
022205,26315,0,26315,0
022209,637,0,637,0
022222,2167,0,2167,0
022230,2763,0,2763,0
022236,2407,0,2407,0
022238,1454,0,1454,0
022245,4523,0,4523,0
022246,1671,0,1671,0
022249,48,0,48,0
022251,885,0,885,0
022254,2932,0,2932,0
023003,1416,67,1483,16
023004,2704,18,2722,0
023006,4302,0,4302,31
023012,6207,40,6247,0
023014,1767,0,1767,0
023015,6215,14,6229,26
023017,2027,3,2030,12
023020,1967,0,1967,0
023021,2992,94,3086,93
023022,1,0,1,3
023023,2619,0,2619,1
023024,883,17,900,0
023025,453,0,453,3
023027,1241,0,1241,3
023028,3656,39,3695,2
023029,418,2,420,2
023030,39,0,39,0
023032,915,2,917,2
023036,3328,0,3328,0
023038,4175,0,4175,6
023040,4408,1,4409,2
023041,1473,22,1495,45
023043,4677,48,4725,0
023046,1837,0,1837,0
023047,1056,0,1056,3
023050,3694,4,3698,1
023052,5469,8,5477,8
023057,1,0,1,6
023059,4415,0,4415,0
023062,1025,2,1027,0
023068,678,0,678,4
023071,4,0,4,86
023072,1,0,1,2
023074,542,19,561,0
023077,4251,8,4259,4
023078,1515,6,1521,0
023081,2484,0,2484,14
023082,5752,11,5763,3
023083,6110,264,6374,66
023086,3584,0,3584,0
023088,1180,134,1314,2
023089,218,0,218,14
023090,1,0,1,10
023091,1109,0,1109,63
024001,862,16,878,0
024005,1198,17,1215,0
024009,4175,0,4175,112
024010,404,0,404,0
024012,19949,0,19949,135
024014,4580,173,4753,40
024016,18,0,18,2
024017,2,0,2,57
024018,6929,339,7268,2
024021,7019,0,7019,46
024022,1242,0,1242,13
024024,2029,2,2031,8
024025,2073,0,2073,16
024026,5500,54,5554,10
024028,3777,0,3777,3
024029,8709,0,8709,8
024030,1413,54,1467,0
024034,57,0,57,39
024035,5740,1,5741,112
024036,5037,18,5055,6
024037,78,0,78,5
024038,116,0,116,20
024039,87,0,87,10
024046,4,0,4,2
024047,1360,0,1360,0
024048,3681,9,3690,48
024051,2167,0,2167,0
024055,1,0,1,14
024056,3324,249,3573,1
024057,69,0,69,65
024061,10690,2,10692,29
024063,1522,24,1546,18
024064,1491,0,1491,6
024068,1176,0,1176,5
024070,3415,0,3415,2
024074,5884,2,5886,5
024075,2439,0,2439,7
024079,2298,0,2298,2
024080,943,97,1040,1
024081,230,0,230,0
024083,203,0,203,1
024084,5173,0,5173,3
024086,8306,0,8306,26
024087,10182,0,10182,0
024091,3024,0,3024,0
024094,870,0,870,1
024095,3110,29,3139,0
024097,2480,70,2550,3
024098,40,0,40,1
024099,2122,3,2125,0
024102,2825,0,2825,2
024104,5761,32,5793,0
024105,8008,0,8008,127
024106,1482,11,1493,2
024108,3283,0,3283,18
024110,3911,173,4084,5
024111,10939,0,10939,9
024112,1286,49,1335,1
024113,2872,148,3020,22
024115,1825,13,1838,12
024116,44719,0,44719,324
024117,1119,38,1157,8
024119,4850,12,4862,69
024121,434,1,435,1
024122,3105,101,3206,25
024123,313,0,313,0
024124,3127,55,3182,12
024126,3687,191,3878,13
024127,5660,168,5828,2
024128,478,0,478,8
025003,1321,0,1321,0
025005,1,0,1,0
025006,14713,0,14713,1
025008,15,0,15,0
025011,4,0,4,11
025014,438,0,438,0
025017,467,0,467,0
025018,1187,1,1188,0
025021,9202,26,9228,11
025023,16,0,16,0
025025,103,0,103,0
025026,3323,16,3339,0
025036,232,0,232,1
025040,44,0,44,0
025044,1775,0,1775,0
025045,1,0,1,1
025046,573,0,573,0
025056,2487,0,2487,0
025060,45,0,45,0
025073,2751,0,2751,2
026001,3241,2,3243,8
026004,2951,1,2952,3
026006,3206,12,3218,4
026007,2478,0,2478,1
026008,4214,0,4214,3
026009,4959,9,4968,11
026010,3928,11,3939,84
026012,211,0,211,7
026013,2992,0,2992,1
026016,1510,6,1516,0
026017,1857,0,1857,0
026018,90,0,90,10
026020,1,0,1,4
026021,11634,0,11634,1
026023,4190,49,4239,0
026025,3,0,3,38
026026,4326,0,4326,0
026027,2017,13,2030,0
026028,2588,2,2590,0
026029,2765,0,2765,8
026030,2105,1,2106,0
026031,106,0,106,0
026032,2137,0,2137,46
026033,9,0,9,41
026035,1,0,1,19
026036,4193,0,4193,16
026037,1908,0,1908,2
026038,1,0,1,0
026039,2799,3,2802,1
026043,980,0,980,10
026045,728,0,728,0
026046,1,0,1,4
026047,2228,1,2229,0
026048,1485,0,1485,0
026050,3478,50,3528,0
026052,1909,12,1921,0
026053,1764,0,1764,0
026055,7829,0,7829,0
026057,1,0,1,1
026060,37,0,37,0
026063,5511,161,5672,1
026065,1046,14,1060,0
026066,3986,18,4004,6
026067,24,0,24,12
026068,4527,4,4531,17
026069,6315,0,6315,2
026070,2662,0,2662,0
026072,2888,65,2953,0
026073,2462,0,2462,3
026074,35,0,35,7
026075,3279,0,3279,0
026076,5079,0,5079,8
026081,3488,17,3505,2
026084,6,0,6,0
026086,25041,0,25041,41
026089,6153,25,6178,0
026090,1,0,1,0
026092,12445,14,12459,3
026095,4360,0,4360,2
026096,3392,16,3408,0
027001,1931,0,1931,0
027003,4689,34,4723,12
027004,4680,51,4731,18
027005,19,0,19,0
027008,18861,0,18861,0
027009,1572,0,1572,0
027011,5094,0,5094,5
027012,5438,0,5438,4
027013,7014,0,7014,1
027014,3,0,3,0
027015,1882,61,1943,0
027016,1119,0,1119,0
027017,3155,0,3155,20
027019,13351,0,13351,16
027020,5615,0,5615,0
027021,8220,26,8246,16
027022,1,0,1,23
027023,15618,0,15618,12
027025,4160,25,4185,13
027026,5953,0,5953,1
027029,14509,5,14514,0
027031,3209,0,3209,0
027032,1378,0,1378,2
027033,17248,0,17248,6
027036,1,0,1,0
027037,8289,0,8289,6
027038,10150,0,10150,6
027040,3,0,3,0
027042,87373,0,87373,25
027043,3926,0,3926,2
028001,7254,0,7254,12
028002,1770,0,1770,0
028003,7634,53,7687,92
028006,10,0,10,0
028008,1664,2,1666,1
028009,1738,44,1782,0
028010,324,22,346,0
028011,2,0,2,0
028012,1327,42,1369,0
028013,3868,0,3868,0
028015,12,0,12,1
028017,5931,0,5931,0
028018,1200,0,1200,0
028019,4437,0,4437,0
028020,7,0,7,6
028023,3067,29,3096,15
028026,2493,0,2493,4
028028,2075,0,2075,25
028029,899,2,901,0
028032,8776,0,8776,49
028033,2795,0,2795,9
028034,4405,0,4405,2
028036,3274,0,3274,0
028037,9249,0,9249,0
028038,6,0,6,0
028039,3046,0,3046,0
028043,1030,0,1030,11
028046,228,0,228,36
028047,1729,0,1729,2
028056,48,0,48,1
028057,1,0,1,2
028058,3373,0,3373,0
028059,2725,0,2725,1
028060,60740,0,60740,83
028061,1845,3,1848,0
028062,853,0,853,0
028063,5473,0,5473,0
028065,7668,0,7668,4
028066,1201,1,1202,10
028067,1418,0,1418,0
028069,3924,223,4147,0
028070,1746,0,1746,0
028071,40,0,40,2
028072,6527,0,6527,0
028075,4405,0,4405,0
028078,2644,80,2724,1
028079,1336,0,1336,0
028082,1,0,1,7
028085,3787,168,3955,10
028086,6717,0,6717,34
028087,3228,5,3233,14
028088,2515,0,2515,20
028090,1302,0,1302,0
028092,3101,27,3128,0
028094,2136,0,2136,0
028095,1297,1,1298,0
028096,1693,0,1693,4
028097,1008,0,1008,3
028100,8639,0,8639,11
028101,2459,0,2459,1
028102,938,63,1001,0
028104,2659,0,2659,1
028107,4021,0,4021,0
029001,1,0,1,0
029005,758,0,758,0
029006,1139,5,1144,0
029007,2,0,2,11
029008,499,0,499,0
029009,1610,0,1610,0
029011,979,0,979,12
029013,1601,0,1601,4
029015,3287,0,3287,7
029019,1529,23,1552,0
029023,881,8,889,0
029025,603,0,603,0
029027,1179,0,1179,1
029028,776,0,776,0
029030,2105,1,2106,0
029031,1520,74,1594,13
029032,1398,0,1398,0
029033,8660,0,8660,1
029036,687,4,691,0
029037,3305,14,3319,1
029038,1,0,1,1
029039,2,0,2,0
029040,4282,0,4282,0
029041,19305,0,19305,17
029043,900,0,900,24
029044,2159,0,2159,1
029045,12,0,12,0
029047,1912,1,1913,0
029048,4334,0,4334,0
029049,1,0,1,0
029052,8073,0,8073,0
030003,1,0,1,0
030008,2,0,2,0
030013,5,0,5,0
030020,2,0,2,0
030026,3,0,3,0
030028,1,0,1,0
030031,1,0,1,0
030032,2,0,2,0
030037,582,0,582,0
030041,1213,0,1213,0
030045,377,0,377,0
030053,18,0,18,0
030063,1,0,1,0
030064,13,0,13,0
030066,1484,0,1484,5
030075,9,0,9,0
030084,1,0,1,0
030087,25,0,25,0
030090,3074,0,3074,0
030092,615,0,615,0
030095,142,0,142,0
030099,1353,0,1353,0
030103,1,0,1,0
030106,2,0,2,0
030111,4,0,4,0
030113,196,0,196,0
030116,2879,0,2879,0
030118,51,0,51,6
030126,3,0,3,0
030127,3631,1,3632,0
030129,44705,11,44716,0
030137,17,0,17,0
031003,658,0,658,0
031007,4860,0,4860,0
031011,12,0,12,0
031016,4649,0,4649,0
031018,2717,0,2717,0
031021,1490,0,1490,0
031022,15,0,15,0
031024,3,0,3,0
032003,1,0,1,0
033001,960,0,960,9
033005,2874,0,2874,12
033006,7789,0,7789,7
033007,1779,4,1783,0
033008,1031,0,1031,6
033011,3519,0,3519,2
033012,3465,0,3465,3
033014,2,0,2,0
033015,373,0,373,4
033017,760,0,760,9
033018,1,0,1,4
033020,1,0,1,22
033021,5484,110,5594,22
033023,2026,0,2026,3
033024,1758,0,1758,4
033025,2004,96,2100,7
033026,2118,0,2118,8
033027,4710,0,4710,0
033028,1705,0,1705,39
033032,29724,0,29724,94
033034,712,18,730,3
033035,3170,0,3170,8
033038,1,0,1,4
033040,3571,0,3571,8
033043,1,0,1,11
033045,2400,7,2407,9
034006,2163,0,2163,18
034009,3646,0,3646,0
034010,3017,0,3017,8
034012,2707,0,2707,0
034013,2739,0,2739,0
034014,6148,1,6149,12
034015,3059,1,3060,0
034016,2168,0,2168,0
034019,2196,0,2196,0
034020,3939,0,3939,0
034022,2322,0,2322,0
034023,4002,0,4002,2
034024,4010,1,4011,0
034026,1637,0,1637,0
034027,35747,0,35747,12
034028,1,0,1,1
034030,1632,0,1632,0
034031,1638,0,1638,0
034032,6954,0,6954,1
034035,942,0,942,6
034039,3019,0,3019,0
034041,2622,0,2622,4
034042,4995,2,4997,1
034046,1,0,1,0
034049,3891,1,3892,0
034051,4305,24,4329,0
035001,455,0,455,0
035002,3466,1,3467,0
035004,4033,4,4037,0
035005,2446,2,2448,0
035006,2378,0,2378,1
035008,3977,0,3977,0
035009,2210,0,2210,3
035010,2033,0,2033,0
035011,4417,0,4417,0
035012,5368,0,5368,0
035013,1,0,1,0
035014,4490,0,4490,0
035015,3549,0,3549,2
035017,3198,0,3198,0
035018,3345,0,3345,0
035020,6223,0,6223,3
035021,4046,3,4049,8
035022,2618,0,2618,3
035023,3984,0,3984,2
035024,5389,0,5389,1
035026,3722,0,3722,0
035027,4298,0,4298,0
035028,5191,0,5191,0
035029,3977,8,3985,0
035030,1,0,1,0
035032,4518,0,4518,0
035033,47938,0,47938,4
035034,2305,0,2305,0
035035,2169,4,2173,2
035036,4791,0,4791,1
035037,2733,2,2735,0
035038,2759,0,2759,4
035039,3179,0,3179,0
035040,9318,0,9318,0
035041,3014,0,3014,0
035044,1825,0,1825,0
035045,3967,0,3967,0
036001,1137,0,1137,0
036003,6747,0,6747,0
036004,1424,0,1424,0
036005,12967,0,12967,9
036006,10576,0,10576,5
036007,3944,0,3944,0
036008,3615,0,3615,0
036009,2685,0,2685,1
036010,4794,0,4794,5
036011,32,0,32,0
036012,6025,0,6025,4
036015,28,0,28,1
036016,226,0,226,1
036017,2344,5,2349,1
036018,2460,0,2460,0
036019,517,0,517,0
036020,2050,0,2050,0
036021,2787,3,2790,1
036022,17791,17,17808,2
036023,60513,0,60513,2
036026,6240,0,6240,0
036027,11998,0,11998,0
036028,4714,10,4724,0
036031,2286,0,2286,0
036033,78,0,78,0
036035,1823,0,1823,0
036036,2317,0,2317,0
036037,4048,1,4049,2
036038,1596,0,1596,1
036039,2035,0,2035,1
036040,139,0,139,0
036041,2548,0,2548,4
036042,2653,0,2653,0
036043,9,0,9,0
036044,5428,0,5428,0
036045,4117,0,4117,0
036046,5634,0,5634,0
036047,2343,1,2344,1
037001,2172,0,2172,1
037002,3515,0,3515,0
037003,3010,0,3010,0
037005,2059,0,2059,0
037006,77632,0,77632,1
037007,1285,2,1287,0
037008,5268,0,5268,0
037009,2837,0,2837,0
037010,1415,0,1415,0
037011,5339,0,5339,2
037012,1247,0,1247,1
037013,2202,0,2202,0
037014,742,0,742,0
037015,2650,0,2650,0
037016,1255,0,1255,0
037017,1996,0,1996,0
037019,3415,0,3415,0
037020,5826,0,5826,1
037021,3837,0,3837,0
037022,3987,0,3987,0
037024,4042,0,4042,0
037025,2322,0,2322,0
037026,987,0,987,0
037027,3220,0,3220,0
037028,1700,0,1700,0
037030,3446,0,3446,0
037031,1416,0,1416,0
037032,16011,0,16011,1
037033,2436,0,2436,0
037034,2343,0,2343,0
037035,3115,0,3115,1
037036,2176,0,2176,0
037037,3947,0,3947,0
037038,2226,0,2226,0
037039,7284,0,7284,0
037040,4196,0,4196,0
037041,2332,0,2332,0
037042,3924,1,3925,1
037044,2788,0,2788,0
037045,1857,0,1857,0
037046,3484,0,3484,0
037047,4010,0,4010,0
037048,2418,0,2418,0
037050,1797,0,1797,0
037051,4031,0,4031,0
037052,2509,0,2509,0
037053,7545,0,7545,0
037054,5558,0,5558,0
037055,4681,1,4682,0
037056,1767,0,1767,0
037057,4811,0,4811,2
037059,1931,0,1931,0
037060,5056,0,5056,0
037061,13560,0,13560,0
037062,5183,0,5183,0
038001,9417,0,9417,0
038003,7853,0,7853,0
038004,10904,0,10904,0
038005,6724,0,6724,1
038006,21982,1,21983,0
038007,8102,0,8102,0
038008,57150,0,57150,7
038011,2796,0,2796,1
038012,19,0,19,1
038014,3,0,3,0
038017,3417,0,3417,0
038018,4186,0,4186,46
038022,4228,54,4282,0
038025,2623,0,2623,0
038027,6384,0,6384,1
038028,2989,0,2989,1
038029,4680,0,4680,0
038030,3755,0,3755,0
039001,8971,0,8971,0
039002,12444,0,12444,0
039003,1323,0,1323,0
039004,4456,0,4456,0
039005,1952,0,1952,0
039006,4699,0,4699,0
039007,16473,0,16473,0
039008,7252,0,7252,0
039009,5094,0,5094,0
039010,19513,0,19513,2
039011,5715,0,5715,0
039012,22077,0,22077,0
039013,6471,0,6471,0
039014,62726,0,62726,2
039015,3565,0,3565,0
039016,6126,2,6128,0
039017,2251,0,2251,0
039018,2111,0,2111,0
040001,3534,0,3534,0
040003,1,0,1,0
040004,1422,0,1422,0
040007,37646,0,37646,0
040008,13384,0,13384,0
040012,51280,0,51280,0
040015,7328,0,7328,0
040016,7876,0,7876,8
040018,3050,0,3050,0
040020,3933,0,3933,0
040028,779,0,779,0
040032,30,0,30,0
040037,1655,0,1655,0
040041,6783,5,6788,0
040044,1887,0,1887,0
040046,2127,0,2127,3
040050,2101,0,2101,2
041001,2677,0,2677,2
041002,1659,2,1661,6
041006,854,67,921,12
041007,6764,5,6769,15
041008,2751,0,2751,8
041009,1585,0,1585,5
041013,22106,0,22106,23
041014,2807,0,2807,3
041015,6885,0,6885,11
041016,738,0,738,2
041017,357,19,376,1
041018,1322,3,1325,2
041019,1004,0,1004,0
041022,1049,1,1050,2
041023,1194,4,1198,0
041025,1064,8,1072,7
041026,974,0,974,2
041029,8595,0,8595,2
041030,1538,14,1552,3
041031,698,0,698,2
041035,1000,0,1000,0
041036,4158,0,4158,10
041038,1371,0,1371,3
041043,4729,0,4729,8
041045,1,0,1,0
041047,1092,2,1094,71
041048,550,0,550,9
041049,1308,2,1310,4
041054,2183,1,2184,0
041058,1017,0,1017,3
041061,1149,0,1149,3
041064,636,23,659,0
041065,4297,5,4302,3
041066,3736,2,3738,4
041067,7937,3,7940,25
041068,6824,0,6824,1
041070,4,0,4,9
041071,2577,4,2581,5
042001,1899,0,1899,1
042002,27452,0,27452,18
042004,1204,0,1204,2
042005,932,0,932,4
042008,2935,0,2935,3
042010,474,0,474,2
042014,5894,0,5894,3
042017,13562,0,13562,23
042018,199,0,199,3
042019,4687,0,4687,2
042020,1698,0,1698,8
042021,18473,0,18473,18
042022,5984,0,5984,1
042023,3340,46,3386,3
042024,2,0,2,30
042027,5550,0,5550,0
042029,2067,0,2067,22
042031,1025,0,1025,0
042032,4437,0,4437,0
042033,980,0,980,1
042034,9,0,9,14
042035,3830,1,3831,1
042036,1883,0,1883,0
042038,2030,0,2030,1
042040,1167,44,1211,3
042041,893,0,893,0
042043,2361,0,2361,2
042045,17941,0,17941,6
042048,3,0,3,3
042050,1,0,1,2
043002,2321,0,2321,6
043003,2325,0,2325,5
043005,594,0,594,1
043007,4001,0,4001,12
043009,5862,0,5862,12
043015,1,0,1,16
043017,1605,0,1605,3
043019,6,0,6,7
043021,2,0,2,3
043023,18698,153,18851,4
043024,4514,2,4516,4
043026,4134,0,4134,4
043027,210,0,210,2
043028,3738,0,3738,16
043029,2226,0,2226,7
043031,91,0,91,2
043032,676,0,676,3
043034,1162,0,1162,1
043035,1428,0,1428,0
043039,1,0,1,3
043041,3311,0,3311,7
043042,7504,2,7506,16
043044,6868,0,6868,4
043050,656,0,656,3
043051,777,0,777,8
043053,8728,0,8728,11
043058,9,0,9,3
044002,3,0,3,3
044007,15614,0,15614,6
044010,1333,0,1333,0
044014,49,0,49,0
044015,2683,0,2683,8
044017,3480,0,3480,1
044021,1144,0,1144,2
044023,8649,0,8649,2
044031,2209,0,2209,0
044034,1007,0,1007,0
044036,1676,0,1676,3
044045,3323,0,3323,1
044054,3818,0,3818,4
044056,91,0,91,0
044064,1456,0,1456,1
044066,17569,0,17569,1
045003,27056,1,27057,1
045005,1182,0,1182,0
045010,34907,13,34920,16
045011,5491,16,5507,17
045012,3,0,3,1
045013,28,0,28,0
045014,5651,0,5651,3
045016,1384,0,1384,0
045017,1477,0,1477,5
046001,8071,0,8071,2
046002,5128,5,5133,0
046004,634,0,634,0
046005,6194,1,6195,0
046006,1673,2,1675,4
046007,23919,0,23919,0
046010,1605,17,1622,0
046013,12962,32,12994,0
046014,483,0,483,1
046015,2312,0,2312,2
046021,2597,6,2603,0
046023,2596,0,2596,0
046024,3985,0,3985,16
046025,1142,0,1142,5
046026,4529,0,4529,2
046030,3845,4,3849,0
046031,890,0,890,0
046033,8025,0,8025,0
046034,1688,86,1774,0
046037,1689,0,1689,0
047003,4248,12,4260,1
047005,6605,0,6605,0
047006,4398,0,4398,0
047007,4056,0,4056,0
047008,3503,1,3504,5
047009,8,0,8,0
047010,6742,72,6814,0
047013,4160,0,4160,0
047014,36625,0,36625,6
047016,4290,27,4317,0
047017,21686,0,21686,1
047020,7187,0,7187,0
047022,275,0,275,21
047023,376,0,376,0
047024,5788,0,5788,0
048002,4368,0,4368,0
048005,4000,0,4000,0
048006,15363,1,15364,0
048010,7450,0,7450,0
048011,5608,20,5628,0
048015,4125,0,4125,0
048017,109071,0,109071,2
048018,7402,0,7402,0
048020,570,0,570,0
048021,7698,0,7698,0
048022,5241,3,5244,0
048024,8634,0,8634,0
048028,6083,0,6083,0
048031,1,0,1,0
048032,1,0,1,0
048035,8751,0,8751,0
048036,5296,2,5298,0
048038,6752,0,6752,3
048043,305,0,305,0
048053,5293,0,5293,0
048054,3999,0,3999,2
049004,94,0,94,0
049005,22,0,22,0
049006,6986,0,6986,0
049007,15423,2,15425,0
049017,20916,0,20916,0
049018,8330,0,8330,0
049019,937,0,937,0
049020,1803,0,1803,0
050001,5620,28,5648,0
050004,6646,0,6646,27
050005,4690,0,4690,0
050006,1076,0,1076,8
050008,20830,0,20830,33
050010,1752,0,1752,13
050011,1851,1,1852,0
050012,1672,188,1860,0
050014,2300,1,2301,2
050015,1164,0,1164,2
050019,1415,0,1415,0
050021,1213,0,1213,0
050023,742,0,742,5
050024,4194,0,4194,5
050025,3780,0,3780,2
050028,10851,0,10851,4
050029,11501,15,11516,2
050030,1266,0,1266,1
050032,13857,0,13857,6
050036,3920,0,3920,4
050038,5958,0,5958,2
050039,8808,0,8808,0
050040,10718,0,10718,10
051001,3807,0,3807,2
051002,34127,0,34127,2
051006,3111,0,3111,0
051010,3076,0,3076,0
051012,9391,0,9391,0
051015,1984,0,1984,0
051016,7125,0,7125,0
051017,8000,0,8000,4
051018,2,0,2,0
051020,3586,0,3586,0
051021,12,0,12,0
051022,1845,0,1845,0
051023,870,0,870,0
051025,5652,0,5652,0
051026,16236,0,16236,0
051027,919,0,919,0
051030,2,0,2,2
051033,4535,0,4535,1
051034,21,0,21,4
051037,3981,0,3981,0
051039,5592,1,5593,0
051040,7785,0,7785,0
051041,4629,0,4629,0
051042,5170,0,5170,0
052002,3780,0,3780,0
052003,2093,3,2096,5
052004,5,0,5,11
052006,4063,0,4063,1
052007,21,0,21,0
052009,4320,14,4334,0
052013,2424,4,2428,0
052016,4143,0,4143,0
052017,5165,6,5171,0
052019,2710,2,2712,0
052021,24,0,24,14
052022,11174,0,11174,0
052026,7,0,7,0
052030,1401,0,1401,0
052032,19477,0,19477,9
052034,7641,20,7661,0
052035,5295,0,5295,0
053001,6910,8,6918,0
053002,1796,2,1798,0
053005,1968,8,1976,0
053006,2423,0,2423,0
053007,32,0,32,6
053008,2660,4,2664,0
053009,12,0,12,0
053011,36214,2,36216,1
053013,278,0,278,0
053016,5,0,5,0
053017,2704,0,2704,0
053018,7208,3,7211,2
053021,6641,0,6641,3
053024,26,0,26,0
